id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
668677992290430095,Condo in Södermalm · ★5.0 · 1 bedroom · 1 bed · 1 bath,412267036,Isa,,Södermalms,59.31437202967708,18.07577569037676,Entire home/apt,1800,5,3,2023-02-17,0.21,1,24,1,
669196071783986683,Condo in Hägersten-Liljeholmen · ★4.93 · 1 bedroom · 1 bed · 1 bath,162216083,Linn,,Hägersten-Liljeholmens,59.30285,18.01246,Entire home/apt,943,4,14,2023-12-17,0.86,1,11,10,
669408332420422653,Villa in Spånga-Tensta · 4 bedrooms · 5 beds · 2.5 baths,469064978,Martin,,Spånga-Tensta,59.36813,17.9164,Entire home/apt,2500,5,1,2022-08-07,0.06,1,331,0,
669529746789387912,Condo in Hägersten-Liljeholmen · ★4.98 · 1 bedroom · 2 beds · 1.5 baths,152666461,Anna,,Hägersten-Liljeholmens,59.30145,18.00011,Entire home/apt,1386,2,44,2023-12-03,2.54,1,69,29,
670074706974882262,Townhouse in Skärholmen · 3 bedrooms · 4 beds · 2.5 baths,9685925,Martin,,Skärholmens,59.292931514684376,17.94568783068846,Entire home/apt,2393,2,2,2023-07-23,0.36,1,29,2,
670111943977745770,Rental unit in  Stockholm · ★5.0 · 1 bedroom · 1 bed · 1 bath,26486901,Emilie Ebbis,,Norrmalms,59.34806,18.0486,Entire home/apt,1000,5,22,2023-12-11,1.28,1,53,11,
670438587774741168,Rental unit in Enskede-Årsta-Vantör · 1 bedroom · 1 bed · 1 bath,291083045,Petra,,Enskede-Årsta-Vantörs,59.25799617779651,18.030413659843585,Entire home/apt,,1,1,2023-04-02,0.11,1,0,1,
670803482373603781,Condo in Enskede-Årsta-Vantör · ★4.92 · 2 bedrooms · 2 beds · 1 bath,469422687,Anen,,Enskede-Årsta-Vantörs,59.28955180000001,18.0927751,Entire home/apt,1857,4,25,2023-12-10,1.56,1,334,20,
670945001657245957,Townhouse in Tensta · 1 bedroom · 1 bed · 2.5 shared baths,906001,Mariam,,Spånga-Tensta,59.39359,17.91673,Private room,200,12,2,2023-11-11,0.17,8,240,2,
670948992037574154,Townhouse in Tensta · 1 bedroom · 1 bed · 1 shared bath,906001,Mariam,,Spånga-Tensta,59.39167,17.91765,Private room,250,120,2,2023-08-27,0.31,8,328,2,
672250582683392949,Rental unit in Norrmalm · ★4.67 · 1 bedroom · 3 beds · 1 bath,60382478,Elias,,Norrmalms,59.33919,18.02955,Entire home/apt,1892,3,61,2023-12-25,3.49,38,344,47,
672324649945128835,Condo in Hägersten-Liljeholmen · ★4.77 · 2 bedrooms · 2 beds · 1 bath,469798499,Anders,,Hägersten-Liljeholmens,59.2924253,17.9563881,Entire home/apt,1100,3,31,2023-11-20,1.82,3,351,21,
672357263367628478,Home in Hägersten-Liljeholmen · ★4.96 · 1 bedroom · 2 beds · 1 bath,469798499,Anders,,Hägersten-Liljeholmens,59.2924253,17.9563881,Entire home/apt,1100,3,25,2023-09-08,1.46,3,328,18,
672392527885904337,Villa in Hägersten-Liljeholmen · ★5.0 · 2 bedrooms · 2 beds · 1 bath,469798499,Anders,,Hägersten-Liljeholmens,59.29312,17.95745,Entire home/apt,1500,7,4,2023-05-08,0.24,3,331,1,
672420930476918989,Rental unit in Älvsjö · ★5.0 · 1 bedroom · 1 bed · 1 bath,469827497,Annica,,Älvsjö,59.27667640000001,17.9591776,Entire home/apt,1200,2,4,2023-09-17,0.24,1,223,1,
672991074388322659,Rental unit in Kungsholmen · 1 bedroom · 2 beds · 1 bath,282097980,Elin,,Kungsholmens,59.3360543,18.0320289,Entire home/apt,,3,2,2023-07-26,0.11,1,0,1,
673578653651314532,Bed and breakfast in Södermalm · 1 bedroom · 2 beds · 1 private bath,428239101,Unity,,Södermalms,59.3027592,18.0941297,Private room,1544,1,2,2023-08-20,0.12,7,0,1,
673610396378802145,Rental unit in Södermalm · ★4.64 · 2 bedrooms · 3 beds · 1 bath,16683151,Olof,,Södermalms,59.31309109999999,18.077079,Entire home/apt,3152,1,45,2023-12-13,2.61,18,138,27,
674531799390604990,Rental unit in Södermalm · ★4.50 · 2 bedrooms · 1 bed · 1 bath,3193831,Matilda,,Södermalms,59.3177665,18.0740291,Entire home/apt,3000,7,4,2023-08-06,0.24,1,176,2,
674674575895053609,Condo in Norrmalm · 3 bedrooms · 3 beds · 2 baths,337683645,Maria,,Norrmalms,59.34198,18.04812,Entire home/apt,2333,60,0,,,1,83,0,
675152069709618971,Home in Södermalm · 12 bedrooms · 22 beds · 12 baths,280607063,Hotel Söder,,Södermalms,59.3156,18.07854,Entire home/apt,22995,1,0,,,7,365,0,
675406059173728571,Villa in Hägersten-Liljeholmen · ★4.91 · 2 bedrooms · 2 beds · 1 bath,65638984,Bonice,,Hägersten-Liljeholmens,59.29543,17.95115,Entire home/apt,696,2,55,2023-11-05,3.19,1,82,42,
675775190304269848,Rental unit in Östermalm · 3 bedrooms · 4 beds · 2.5 baths,44750789,Julia,,Östermalms,59.33233,18.07956,Entire home/apt,,1,2,2022-08-05,0.12,1,0,0,
675869549818520860,Condo in Stockholm · ★4.98 · 1 bedroom · 1 bed · 1 bath,21037053,Alejandro,,Hägersten-Liljeholmens,59.30516,18.03741,Entire home/apt,1674,2,59,2023-11-26,4.22,1,135,50,
676491259366991090,Condo in Södermalm · ★4.75 · 1 bedroom · 1 bed · 1 bath,451036828,Simone,,Södermalms,59.3174,18.04938,Entire home/apt,190,69,4,2022-09-28,0.24,1,222,0,
676756929306118869,Bed and breakfast in Södermalm · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,470961495,Molly,,Södermalms,59.30198,18.09333,Private room,633,2,31,2023-10-23,1.88,1,83,19,
677319662007031907,Condo in Norrmalm · 2 bedrooms · 1 bed · 1 bath,400879304,Axel,,Norrmalms,59.341311396509866,18.04776068776846,Entire home/apt,3200,28,0,,,1,91,0,
677889257653377745,Condo in Kungsholmen · 1 bedroom · 1 bed · 1 bath,23235707,Simon,,Kungsholmens,59.32821026313331,18.036686579461694,Entire home/apt,1500,3,2,2023-10-29,0.58,1,86,2,
678704322287556734,Condo in Södermalm · ★5.0 · 4 bedrooms · 4 beds · 1 bath,263194484,Anna,,Södermalms,59.31689319639732,18.04861170685426,Entire home/apt,,4,5,2023-08-06,0.29,1,0,3,
678788920734020662,Condo in Norrmalm · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,325182955,Annie,,Norrmalms,59.33875,18.03609,Entire home/apt,3500,1,9,2022-12-31,0.52,1,348,2,
678789005110716091,Condo in Norrmalm · 1 bedroom · 1 bed · 1 bath,20297077,Lauri,,Norrmalms,59.3419937,18.0362226,Entire home/apt,1400,30,0,,,1,304,0,
679599550309144545,Rental unit in Enskede-Årsta-Vantör · ★4.98 · 1 bedroom · 1 bed · 1 shared bath,339891119,Mathias,,Enskede-Årsta-Vantörs,59.2979577,18.0839638,Private room,500,2,42,2023-12-12,2.52,1,327,34,
679686122138734515,Condo in Norrmalm · ★4.83 · 2 bedrooms · 2 beds · 1 bath,73158253,Sara,,Norrmalms,59.34777618109958,18.053718531364456,Entire home/apt,2050,2,12,2023-10-21,0.72,2,360,9,
680072362959667247,Villa in Skarpnäcks Gård · ★4.75 · 4 bedrooms · 3 beds · 2 baths,29096698,Prashant,,Skarpnäcks,59.2727,18.11068,Entire home/apt,2200,3,4,2023-08-13,0.28,1,0,2,
680117713219119320,Rental unit in Östermalm · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,73756783,Emma-Sara,,Östermalms,59.34052,18.06811,Private room,574,14,10,2023-11-29,0.63,2,41,5,
680168306868754123,Loft in Norrmalm · 2 bedrooms · 2 beds · 1 bath,17973311,Alan,,Norrmalms,59.3442,18.03496,Entire home/apt,,1,2,2022-08-27,0.12,1,0,0,
680246360397745496,Condo in Farsta distrikt · ★4.40 · 1 bedroom · 1 bed · 1.5 baths,428981956,Aboubaker,,Farsta,59.25709,18.07348,Entire home/apt,450,1,5,2023-11-18,0.30,1,348,4,
680268002892328012,Rental unit in Östermalm · 1 bedroom · 1 bed · 1.5 baths,232344565,Amanda,,Östermalms,59.3444559,18.0918877,Private room,369,365,0,,,3,364,0,
680394492268645701,Condo in Farsta distrikt · ★4.75 · 1 bedroom · 1 bed · 1 bath,437205990,Susanna,,Farsta,59.24733901589033,18.099888749420643,Entire home/apt,1400,2,3,2023-10-18,0.42,1,0,3,
681601680717859048,Condo in Södermalm · ★4.89 · 2 bedrooms · 2 beds · 1.5 baths,453427822,Erik,,Södermalms,59.31948,18.06937,Entire home/apt,2757,3,19,2023-12-25,1.34,1,36,16,
681659412888225303,Rental unit in Kungsholmen · ★4.53 · 2 bedrooms · 5 beds · 1 bath,135323554,Andreas,,Kungsholmens,59.32914722585074,18.00018187405492,Entire home/apt,1489,1,49,2023-12-24,2.86,35,351,32,
681916776008813369,Rental unit in Enskede-Årsta-Vantör · 2 bedrooms · 3 beds · 1 bath,35757752,Maja,,Enskede-Årsta-Vantörs,59.28727,18.09424,Entire home/apt,1200,5,2,2023-03-16,0.16,1,94,2,
681949017433164328,Condo in Norrmalm · ★4.67 · 2 bedrooms · 3 beds · 1.5 baths,472261280,Maria,,Norrmalms,59.3444337,18.0431987,Entire home/apt,1617,21,3,2023-11-25,0.19,1,299,2,
682245673645356280,Townhouse in Hägersten-Liljeholmen · 3 bedrooms · 2 baths,472312534,David,,Hägersten-Liljeholmens,59.29518,17.988,Entire home/apt,2195,5,2,2023-08-22,0.42,1,360,2,
682531494335616944,Rental unit in Norrmalm · 2 bedrooms · 2 beds · 1 bath,472378687,Frida,,Norrmalms,59.3487652,18.0470603,Entire home/apt,1150,1,2,2022-12-30,0.12,1,65,1,
682915887970533243,Condo in Hammarbyhöjden · 1 bedroom · 1 bed · 1 shared bath,36255104,Viveca,,Skarpnäcks,59.29575,18.10423,Private room,,2,1,2022-08-30,0.06,2,0,0,
683072478323092263,Townhouse in Skärholmen · ★4.92 · 1 bedroom · 1 bed · 1 private bath,6400958,Victor,,Skärholmens,59.292214659802056,17.927471324801445,Private room,600,2,26,2023-11-03,1.52,1,350,18,
683180413500369463,Condo in Södermalm · ★4.63 · 1 bedroom · 1 bed · 1.5 baths,35295810,Martin,,Södermalms,59.31402,18.04633,Entire home/apt,1697,2,19,2023-12-18,1.12,1,353,8,
683217260587910309,Rental unit in Akalla · ★5.0 · 1 bedroom · 1 bed · 1 bath,461566774,Kawther,,Rinkeby-Tensta,59.41354502568585,17.91877083084939,Entire home/apt,786,1,5,2022-09-25,0.29,1,87,0,
683383710908623000,Rental unit in Enskede-Årsta-Vantör · ★5.0 · 1 bedroom · 1 bed · 2 shared baths,34503018,Tania,,Enskede-Årsta-Vantörs,59.28664,18.03846,Private room,320,20,2,2023-10-19,0.12,5,0,1,
683447909978012313,Rental unit in Södermalm · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,26943215,Sadie,,Södermalms,59.31559,18.08098,Private room,990,1,43,2023-11-27,2.51,2,210,26,
683458879050470375,Rental unit in Farsta distrikt · 1 bedroom · 3 beds · 1 shared bath,345748486,Cristian,,Farsta,59.25769,18.11208,Private room,800,3,1,2023-08-19,0.23,1,358,1,
683680503940031871,Condo in Farsta distrikt · ★4.91 · 1 bedroom · 1 bed · 1 bath,22424832,Anna,,Farsta,59.26412,18.0795,Entire home/apt,900,3,11,2023-11-20,0.66,1,80,7,
684027384698959478,Condo in Norrmalm · 2 bedrooms · 1 bed · 1 bath,2616754,Axel,,Norrmalms,59.34161,18.03622,Entire home/apt,2800,7,0,,,1,365,0,
684054590649996751,Condo in Södermalm · ★4.80 · 1 bedroom · 1 bed · 1 bath,466240843,Mattias,,Södermalms,59.30867,18.0845,Entire home/apt,599,3,5,2023-11-21,0.30,1,1,4,
684076651150075906,Condo in Södermalm · ★4.89 · 1 bedroom · 1 bed · 1 bath,20325268,Raffaela,,Södermalms,59.31842,18.03504,Entire home/apt,1085,3,28,2023-10-31,1.65,1,8,15,
684466409158693453,Condo in Norrmalm · 2 bedrooms · 2 beds · 2 baths,16328788,Philip,,Norrmalms,59.3399847,18.0330435,Entire home/apt,5000,7,2,2022-08-27,0.12,1,76,0,
685330139049184715,Rental unit in Kungsholmen · ★4.58 · 1 bedroom · 3 beds · 1 bath,51002540,Fredrik,,Kungsholmens,59.32989999999999,17.9994783,Entire home/apt,674,1,52,2023-12-22,3.28,20,361,36,
685377970828177958,Villa in Farsta distrikt · ★5.0 · 4 bedrooms · 5 beds · 2 baths,473100580,Hilda,,Farsta,59.25661769999999,18.1238543,Entire home/apt,1999,2,3,2023-09-24,0.59,1,37,3,
685441345590120741,Condo in Norrmalm · ★4.36 · 1 bedroom · 2 beds · 1 bath,473122598,Sjakhnoza,,Norrmalms,59.33768,18.04896,Entire home/apt,1357,3,28,2023-11-20,1.65,1,335,16,
686108391894279543,Guest suite in Hägersten-Liljeholmen · ★4.70 · 1 bedroom · 2 beds · Half-bath,28103443,Marja,,Hägersten-Liljeholmens,59.3,17.99022,Entire home/apt,523,2,44,2023-12-25,2.70,2,218,32,
686567501393069158,Rental unit in Södermalm · 1 bedroom · 1 bed · 1 bath,58430634,Katarina,,Södermalms,59.31523,18.02993,Entire home/apt,,14,1,2023-02-25,0.10,2,0,1,
686757752730591965,Rental unit in Hägersten-Liljeholmen · ★4.94 · 1 bedroom · 1 bed · 1 shared bath,116903382,Yohannes,,Hägersten-Liljeholmens,59.28404,17.96151,Private room,,2,32,2023-10-04,1.91,1,0,21,
687323063906218198,Condo in Norrmalm · ★4.63 · 1 bedroom · 1 bed · 1 bath,112133649,Sten,,Norrmalms,59.34305760549828,18.03784713172747,Entire home/apt,1200,2,8,2023-10-20,1.01,1,344,8,
687574039880901184,Villa in Älvsjö · 4 bedrooms · 7 beds · 2 baths,119961863,Sofie,,Älvsjö,59.28023,17.98702,Entire home/apt,1200,5,0,,,1,176,0,
688830300307656995,Condo in Kungsholmen · 1 bedroom · 1 bed · 1 bath,95432170,Marie,,Kungsholmens,59.32273006293713,17.990789829655984,Entire home/apt,,2,1,2023-08-21,0.23,1,0,1,
689001103073438002,Condo in Södermalm · Studio · 1 bed · 1.5 baths,460545679,Hannes,,Södermalms,59.31057,18.08183,Entire home/apt,973,11,1,2022-09-30,0.07,1,227,0,
689191402364037073,Condo in Hammarbyhöjden · 3 bedrooms · 3 beds · 1 bath,36255104,Viveca,,Skarpnäcks,59.29659,18.10202,Entire home/apt,,3,1,2023-07-31,0.20,2,0,1,
689622862186074101,Rental unit in Enskede-Årsta-Vantör · ★4.74 · 1 bedroom · 1 bed · 1 shared bath,34122905,Bassam,,Enskede-Årsta-Vantörs,59.29642,18.04803,Private room,614,2,39,2023-10-09,2.33,1,0,22,
689633311192525116,Condo in Hägersten-Liljeholmen · ★5.0 · 1 bedroom · 1 bed · 1 bath,75917965,Sofia,,Hägersten-Liljeholmens,59.29566,17.96503,Entire home/apt,750,3,8,2023-09-03,0.48,1,165,3,
690491396149773386,Condo in Hägersten-Liljeholmen · ★4.78 · 1 bedroom · 1 bed · 1 bath,407023122,Isabella,,Hägersten-Liljeholmens,59.30367,17.98521,Entire home/apt,900,3,9,2023-10-08,1.63,1,0,9,
690536306733123770,Vacation home in Södermalm · ★4.65 · 3 bedrooms · 3 beds · 1 bath,183749066,Patrick,,Södermalms,59.32427,18.07297,Entire home/apt,3191,2,57,2023-12-10,3.46,1,82,42,
691059020960493253,Rental unit in Östermalm · 1 bedroom · 1 bed · 1.5 baths,34125542,Mert,,Östermalms,59.34207548149113,18.089886515344254,Entire home/apt,,10,0,,,1,0,0,
691091442917455452,Condo in Södermalm · ★5.0 · 1 bedroom · 1 bed · 1 bath,474472117,Helena,,Södermalms,59.31975,18.05519,Entire home/apt,,21,6,2023-10-01,0.36,1,0,3,
691150047359255112,Condo in Kungsholmen · 1 bedroom · 1 bed · 1.5 baths,50655420,Alexandra,,Kungsholmens,59.32794,18.03241,Entire home/apt,,1,0,,,1,0,0,
691158998891442919,Condo in Hammarbyhöjden · ★4.88 · 1 bedroom · 2 beds · 1 bath,15687290,Zandra,,Skarpnäcks,59.2981,18.08868,Entire home/apt,1600,2,8,2023-10-29,0.99,1,129,8,
691350245901607025,Condo in Östermalm · ★4.93 · 1 bedroom · 1 bed · 1 bath,377787159,Marcus,,Östermalms,59.33883,18.08637,Entire home/apt,,2,14,2023-12-03,0.84,3,0,8,
691647797909703875,Rental unit in Östermalm · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,187619748,Nathalie,,Norrmalms,59.34870675704278,18.06196695319393,Private room,,4,16,2023-08-18,0.96,1,0,14,
692425590025823001,Rental unit in Kungsholmen · 2 bedrooms · 1 bed · 1 bath,36019300,These,,Kungsholmens,59.3355,18.02712,Entire home/apt,,3,1,2022-11-01,0.07,1,0,0,
693464387707334571,Condo in Kungsholmen · ★5.0 · 1 bedroom · 2 beds · 1 bath,7084473,Jessica,,Kungsholmens,59.33629935359441,18.028199424646985,Entire home/apt,1400,2,3,2023-09-03,0.40,1,3,3,
693804215329356249,Rental unit in Norrmalm · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,327000651,Thomas,,Norrmalms,59.34322,18.03065,Private room,700,5,15,2023-05-30,0.90,1,90,6,
694041151827100449,Condo in Södermalm · ★4.84 · Studio · 1 bed · 1 bath,292287211,Pourya,,Södermalms,59.31491029999999,18.0753365,Entire home/apt,1400,2,37,2023-12-18,4.68,1,76,37,
694053606715987282,Condo in Östermalm · 2 bedrooms · 5 beds · 1 bath,467427732,CarlHenrik,,Östermalms,59.34073,18.08754,Entire home/apt,,3,0,,,2,0,0,
694115141675207075,Rental unit in Hägersten-Liljeholmen · ★4.84 · 1 bedroom · 3 beds · 1 bath,135323554,Andreas,,Hägersten-Liljeholmens,59.293531269207314,17.95837236700011,Entire home/apt,506,1,49,2023-11-14,3.09,35,57,38,
694838897413284068,Condo in Enskede-Årsta-Vantör · ★4.80 · 1 bedroom · 1 bed · 1 bath,297540781,Karolina,,Enskede-Årsta-Vantörs,59.2536697,18.0233558,Entire home/apt,764,4,5,2023-10-24,0.31,1,131,4,
694869357236377287,Rental unit in Farsta distrikt · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,220903811,Raisa,,Farsta,59.2488,18.06127,Private room,,2,5,2022-09-27,0.31,1,0,0,
694974096382553505,Rental unit in Östermalm · 1 bedroom · 1 bed · 1 private bath,232344565,Amanda,,Östermalms,59.3444559,18.0918877,Private room,399,365,0,,,3,331,0,
695377545049626884,Rental unit in Hässelby-Vällingby · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,199015587,Nabeela,,Hässelby-Vällingby,59.37128130000001,17.8385972,Private room,446,1,3,2022-08-26,0.18,1,364,0,
695411270901392517,Rental unit in Östermalm · ★4.70 · 1 bedroom · 2 beds · 1 bath,51002540,Fredrik,,Östermalms,59.3467723,18.0944631,Entire home/apt,736,1,56,2023-12-18,3.44,20,355,43,
695641163458243747,Condo in Södermalm · ★4.02 · 1 bedroom · 2 beds · 1.5 baths,475075951,David,,Södermalms,59.3245,18.07311,Entire home/apt,813,1,96,2023-12-11,5.98,1,231,67,
696088430909821530,Condo in Bromma · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,475583067,程Patrick,,Bromma,59.36001,17.95556,Private room,650,1,3,2023-06-02,0.39,2,356,3,
696342106274059611,Rental unit in Järva · 1 bedroom · 1 bed · 1 private bath,325664253,Anders,,Södermalms,59.31774659761734,18.068675439619255,Private room,928,1,0,,,1,269,0,
696664104356736089,Rental unit in Hägersten-Liljeholmen · ★4.80 · 1 bedroom · 1 bath,5442591,Johan,,Hägersten-Liljeholmens,59.3079327,18.0079817,Entire home/apt,550,1,10,2023-12-18,0.62,1,213,4,
697724142980095572,Rental unit in Enskede-Årsta-Vantör · ★5.0 · 1 bedroom · 1 bed · 1 bath,2555238,Martina,,Enskede-Årsta-Vantörs,59.26395,18.03541,Entire home/apt,,2,14,2023-06-30,0.86,1,0,7,
697803293359572098,Tiny home in Älvsjö · ★4.93 · 2 bedrooms · 2 beds · 1 bath,475939506,Maria,,Älvsjö,59.27172,17.99524,Entire home/apt,1550,4,41,2023-10-06,2.50,1,222,19,
697811334056108648,Villa in Hässelby-Vällingby · ★5.0 · 3 bedrooms · 4 beds · 1 bath,66783636,Erica,,Hässelby-Vällingby,59.36449320175237,17.824220544629785,Entire home/apt,1650,2,3,2023-08-13,0.29,1,354,3,
698374046403692337,Condo in Enskede-Årsta-Vantör · 1 bedroom · 1 bed · 1.5 baths,134060312,Nicki,,Enskede-Årsta-Vantörs,59.27865,18.06946,Entire home/apt,,1,1,2022-09-05,0.06,1,0,0,
698538995124100045,Condo in Norrmalm · ★4.86 · 3 bedrooms · 3 beds · 1.5 baths,136943970,Dezi,,Norrmalms,59.34367,18.04577,Entire home/apt,1500,5,7,2023-10-30,0.91,1,223,7,
698910581009199472,Rental unit in Hägersten-Liljeholmen · ★4.55 · 1 bedroom · 1 bed · 1 bath,119469682,Kevin,,Hägersten-Liljeholmens,59.3012984,17.9901277,Entire home/apt,1600,3,11,2023-09-11,0.72,1,90,5,
698971270815172426,Rental unit in Östermalm · ★4.69 · 1 bedroom · 1 bed · 1.5 baths,451216568,Victor,,Östermalms,59.3429652,18.0643671,Entire home/apt,1650,3,50,2023-12-18,3.09,1,0,37,
699120113440766835,Condo in Bromma · 1 bedroom · 2 beds · 1.5 baths,475583067,程Patrick,,Bromma,59.35933,17.95698,Entire home/apt,2139,2,1,2022-10-24,0.07,2,22,0,
699150070169161557,Condo in Kungsholmen · 1 bedroom · 2 beds · 1 shared bath,18967864,Alice,,Kungsholmens,59.32522390210719,18.008191876056205,Private room,560,1,0,,,1,31,0,
699737117730817573,Rental unit in Hägersten-Liljeholmen · ★4.72 · 2 bedrooms · 3 beds · 1 bath,60382478,Elias,,Hägersten-Liljeholmens,59.3057823,18.0362755,Entire home/apt,2325,1,53,2023-12-11,3.28,38,0,39,
700341697575455070,Condo in Stockholm · ★4.28 · Studio · 1 bed · 1 bath,5877148,Alicia,,Kungsholmens,59.33209,18.04747,Entire home/apt,764,1,66,2023-12-04,4.21,1,0,47,
700585614316130068,Condo in Södermalm · 1 bedroom · 1 bed · 1 bath,35942443,B,,Södermalms,59.31076,18.08671,Entire home/apt,997,3,0,,,1,11,0,
701199709685100868,Rental unit in Kungsholmen · ★4.90 · 3 bedrooms · 3 beds · 1 bath,476635035,Alicia,,Kungsholmens,59.331,18.04957,Entire home/apt,2726,4,69,2023-12-17,4.42,7,297,58,
701271129766782299,Rental unit in Kungsholmen · ★5.0 · 1 bedroom · 1 bed · 1 bath,476635035,Alicia,,Kungsholmens,59.33196,18.049,Entire home/apt,1063,4,28,2023-12-17,1.85,7,322,27,
701274506533894149,Rental unit in Kungsholmen · ★4.73 · 2 bedrooms · 2 beds · 1 bath,476635035,Alicia,,Kungsholmens,59.33094,18.04958,Entire home/apt,1827,4,45,2023-12-26,2.90,7,352,35,
702070816845661400,Rental unit in Kungsholmen · ★4.44 · 1 bedroom · 4 beds · 1.5 baths,16683151,Olof,,Kungsholmens,59.32989999999999,17.9994783,Entire home/apt,917,3,62,2023-11-28,3.97,18,268,45,
702584102352549675,Rental unit in Hässelby-Vällingby · ★4.86 · 2 bedrooms · 2 beds · 1 bath,476783463,Patrik,,Hässelby-Vällingby,59.37196,17.81062,Entire home/apt,,1,7,2022-10-04,0.44,1,0,0,
703364252321492115,Condo in Östermalm · ★4.88 · 1 bedroom · 1 bed · 1.5 baths,227692734,Johanna,,Östermalms,59.33475,18.07618,Entire home/apt,2500,3,17,2023-08-17,1.07,1,235,12,
703508935949737770,Rental unit in Södermalm · ★4.86 · 1 bedroom · 1 bed · 1 bath,10321817,David,,Södermalms,59.30991,18.07673,Entire home/apt,1257,3,42,2023-11-28,3.06,1,20,37,
703984137849374750,Rental unit in Östermalm · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,73756783,Emma-Sara,,Östermalms,59.34055,18.0699,Private room,508,14,42,2023-11-21,2.69,2,27,37,
704843519607704862,Villa in Hägersten-Liljeholmen · 5 bedrooms · 4 beds · 2 baths,469760907,Therese,,Hägersten-Liljeholmens,59.2916195,17.9527714,Entire home/apt,4500,3,0,,,1,322,0,
705021080180170271,Condo in Kärrtorp · 3 bedrooms · 3 beds · 1 bath,24293945,Fintan,,Skarpnäcks,59.28772,18.10973,Entire home/apt,900,7,1,2023-01-13,0.09,1,29,1,
705342866421266929,Condo in Norrmalm · ★4.60 · 2 bedrooms · 2 beds · 1.5 baths,140707252,Jacob,,Norrmalms,59.34512,18.0519,Entire home/apt,3500,5,5,2023-09-05,0.66,1,360,5,
705361265412532845,Condo in Kungsholmen · ★4.84 · 1 bedroom · 1 bed · 1 bath,74631673,Oliver,,Kungsholmens,59.3285513,18.0381663,Entire home/apt,1500,2,19,2023-08-21,1.22,1,89,10,
705441967426800429,Home in Norrmalm · 3 bedrooms · 3 beds · 1.5 baths,22514907,Anahita,,Norrmalms,59.34387,18.02974,Entire home/apt,2000,3,0,,,1,166,0,
705737542459959424,Condo in Nockebyhov · ★4.81 · 1 bedroom · 2 beds · 1 bath,30371274,Mats,,Bromma,59.33173,17.90838,Entire home/apt,,3,21,2023-09-03,1.34,1,0,14,
706218341471494340,Condo in Hässelby-Vällingby · 1 bedroom · 1 bed · 1 bath,477641358,Adam,,Hässelby-Vällingby,59.35547,17.88311,Entire home/apt,550,5,1,2022-11-30,0.08,1,359,0,
706419846194589911,Condo in Östermalm · ★4.78 · 1 bedroom · 1 bed · 1 bath,351353324,Sam,,Norrmalms,59.347034,18.0643732,Entire home/apt,,2,9,2023-08-06,0.57,1,0,4,
706433006682838008,Condo in Södermalm · ★4.30 · 3 bedrooms · 3 beds · 1 bath,402368720,Luka,,Södermalms,59.317,18.03408,Entire home/apt,1500,5,20,2023-09-08,1.25,1,80,12,
706975956220989838,Rental unit in Hägersten-Liljeholmen · ★4.94 · Studio · 1 bed · 1 bath,271346174,StayPlus,,Hägersten-Liljeholmens,59.29813,17.99795,Entire home/apt,656,3,16,2023-11-20,1.09,29,320,13,
707194969337793326,Condo in Hammarbyhöjden · 1 bedroom · 1 bed · 1 shared bath,477843623,Mariah,,Skarpnäcks,59.2973416,18.0922069,Private room,350,2,0,,,1,187,0,
708543898403963164,Tiny home in Hässelby-Vällingby · 4 bedrooms · 2 beds · 2 baths,12734468,Nina,,Hässelby-Vällingby,59.36459,17.81791,Entire home/apt,1200,1,0,,,2,347,0,
708544252426801815,Villa in Hässelby-Vällingby · ★4.71 · 4 bedrooms · 4 beds · 2 baths,12734468,Nina,,Hässelby-Vällingby,59.36563,17.81814,Entire home/apt,3800,3,7,2023-07-23,0.48,2,170,4,
708577853684492410,Condo in Norrmalm · Studio · 1 bath,282361292,Alice,,Norrmalms,59.34114,18.0323,Entire home/apt,1899,1,0,,,1,180,0,
708733364488070311,Villa in Farsta distrikt · ★4.33 · 3 bedrooms · 2 beds · 2 baths,3110258,Josefina,,Farsta,59.27386,18.07371,Entire home/apt,2295,3,3,2023-01-30,0.24,1,361,2,
710082616346514961,Condo in Södermalm · 1 bedroom · 1 bed · 1 bath,436309350,Fredrik,,Södermalms,59.31740578910731,18.062073074543846,Entire home/apt,1450,6,2,2023-04-10,0.13,1,37,1,
710157166563703062,Condo in Södermalm · 5 bedrooms · 7 beds · 2 baths,477104482,Mikael,,Södermalms,59.30283,18.1003,Entire home/apt,3600,5,2,2023-08-07,0.36,1,80,2,
710244349550874568,Townhouse in Hägersten-Liljeholmen · 3 bedrooms · 3 beds · 2 baths,478457356,Anders,,Hägersten-Liljeholmens,59.29719,17.94811,Entire home/apt,,7,0,,,1,0,0,
